infinitive_spanish,infinitive_english,mood_spanish,mood_english,tense_spanish,tense_english,form_1ps_spanish,form_1ps_english,form_2ps_spanish,form_2ps_english,form_3ps_spanish,form_3ps_english,form_1pp_spanish,form_1pp_english,form_2pp_spanish,form_2pp_english,form_3pp_spanish,form_3pp_english,gerund_spanish,gerund_english,past_participle_spanish,past_participle_english
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,condicional,conditional,vencería,I would conquer,vencerías,you would conquer,vencería,he/she would conquer,venceríamos,we would conquer,venceríais,you would conquer,vencerían,they would conquer,venciendo,conquering,vencido,conquered
violar,to violate; to rape,imperativo_afirmativo,imperative_affirmative,presente,present,,,viola,Violate!,violad,,,,viole,,violen,,violando,violating,violado,violated
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,presente perfecto,present perfect,he vencido,I have conquered,has vencido,you have conquered,ha vencido,he/she has conquered,hemos vencido,we have conquered,habéis vencido,you have conquered,han vencido,they have conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,futuro perfecto,future perfect,habré vencido,I will have conquered,habrás vencido,you will have conquered,habrá vencido,he/she will has conquered,habremos vencido,we will have conquered,habréis vencido,you will have conquered,habrán vencido,they will have conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,pluscuamperfecto,past perfect,había vencido,I had conquered,habías vencido,you had conquered,había vencido,he/she had conquered,habíamos vencido,we had conquered,habíais vencido,you had conquered,habían vencido,they had conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,pretérito anterior,preterite (archaic),hube vencido,I had conquered,hubiste vencido,you had conquered,hubo vencido,he/she had conquered,hubimos vencido,we had conquered,hubisteis vencido,you had conquered,hubieron vencido,they had conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",indicativo,indicative,condicional perfecto,conditional perfect,habría vencido,I would have conquered,habrías vencido,you would have conquered,habría vencido,he/she would has conquered,habríamos vencido,we would have conquered,habríais vencido,you would have conquered,habrían vencido,they would have conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",subjuntivo,subjunctive,presente,present,venza,"I conquer, am conquering",venzas,"you conquer, are conquering",venza,"he/she conquer, is conquering",venzamos,"we conquer, are conquering",venzáis,"you conquer, are conquering",venzan,"they conquer, are conquering",venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",subjuntivo,subjunctive,imperfecto,imperfect,venciera,"I conquered, was conquering",vencieras,"you conquered, were conquering",venciera,"he/she conquered, was conquering",venciéramos,"we conquered, were conquering",vencierais,"you conquered, were conquering",vencieran,"they conquered, were conquering",venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",subjuntivo,subjunctive,futuro,future,venciere,I will conquer,vencieres,you will conquer,venciere,he/she will conquer,venciéremos,we will conquer,venciereis,you will conquer,vencieren,they will conquer,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",subjuntivo,subjunctive,presente perfecto,present perfect,haya vencido,"I have conquered, conquered",hayas vencido,"you have conquered, conquered",haya vencido,"he/she has conquered, conquered",hayamos vencido,"we have conquered, conquered",hayáis vencido,"you have conquered, conquered",hayan vencido,"they have conquered, conquered",venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere vencido,I will have conquered,hubieres vencido,you will have conquered,hubiere vencido,he/she will has conquered,hubiéremos vencido,we will have conquered,hubiereis vencido,you will have conquered,hubieren vencido,they will have conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera vencido,I had conquered,hubieras vencido,you had conquered,hubiera vencido,he/she had conquered,hubiéramos vencido,we had conquered,hubierais vencido,you had conquered,hubieran vencido,they had conquered,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",imperativo_afirmativo,imperative_affirmative,presente,present,,,vence,Conquer!,venced,,,,venza,,venzan,,venciendo,conquering,vencido,conquered
vencer,"to conquer, defeat, beat, overcome, win; to expire, cease to apply",imperativo_negativo,imperative_negative,presente,present,,,no venzas,Don't conquer!,no venzáis,,,,no venza,,no venzan,,venciendo,conquering,vencido,conquered
vender,to sell,indicativo,indicative,presente,present,vendo,"I sell, am selling",vendes,"you sell, are selling",vende,"he/she sell, is selling",vendemos,"we sell, are selling",vendéis,"you sell, are selling",venden,"they sell, are selling",vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,futuro,future,venderé,I will sell,venderás,you will sell,venderá,he/she will sell,venderemos,we will sell,venderéis,you will sell,venderán,they will sell,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,imperfecto,imperfect,vendía,"I was selling, used to sell, sold",vendías,"you were selling, used to sell, sold",vendía,"he/she was selling, used to sell, sold",vendíamos,"we were selling, used to sell, sold",vendíais,"you were selling, used to sell, sold",vendían,"they were selling, used to sell, sold",vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,pretérito,preterite,vendí,I sold,vendiste,you sold,vendió,he/she sold,vendimos,we sold,vendisteis,you sold,vendieron,they sold,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,condicional,conditional,vendería,I would sell,venderías,you would sell,vendería,he/she would sell,venderíamos,we would sell,venderíais,you would sell,venderían,they would sell,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,presente perfecto,present perfect,he vendido,I have sold,has vendido,you have sold,ha vendido,he/she has sold,hemos vendido,we have sold,habéis vendido,you have sold,han vendido,they have sold,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,futuro perfecto,future perfect,habré vendido,I will have sold,habrás vendido,you will have sold,habrá vendido,he/she will has sold,habremos vendido,we will have sold,habréis vendido,you will have sold,habrán vendido,they will have sold,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,pluscuamperfecto,past perfect,había vendido,I had sold,habías vendido,you had sold,había vendido,he/she had sold,habíamos vendido,we had sold,habíais vendido,you had sold,habían vendido,they had sold,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,pretérito anterior,preterite (archaic),hube vendido,I had sold,hubiste vendido,you had sold,hubo vendido,he/she had sold,hubimos vendido,we had sold,hubisteis vendido,you had sold,hubieron vendido,they had sold,vendiendo,selling,vendido,sold
vender,to sell,indicativo,indicative,condicional perfecto,conditional perfect,habría vendido,I would have sold,habrías vendido,you would have sold,habría vendido,he/she would has sold,habríamos vendido,we would have sold,habríais vendido,you would have sold,habrían vendido,they would have sold,vendiendo,selling,vendido,sold
vender,to sell,subjuntivo,subjunctive,presente,present,venda,"I sell, am selling",vendas,"you sell, are selling",venda,"he/she sell, is selling",vendamos,"we sell, are selling",vendáis,"you sell, are selling",vendan,"they sell, are selling",vendiendo,selling,vendido,sold
vender,to sell,subjuntivo,subjunctive,imperfecto,imperfect,vendiera,"I sold, was selling",vendieras,"you sold, were selling",vendiera,"he/she sold, was selling",vendiéramos,"we sold, were selling",vendierais,"you sold, were selling",vendieran,"they sold, were selling",vendiendo,selling,vendido,sold
vender,to sell,subjuntivo,subjunctive,futuro,future,vendiere,I will sell,vendieres,you will sell,vendiere,he/she will sell,vendiéremos,we will sell,vendiereis,you will sell,vendieren,they will sell,vendiendo,selling,vendido,sold
vender,to sell,subjuntivo,subjunctive,presente perfecto,present perfect,haya vendido,"I have sold, sold",hayas vendido,"you have sold, sold",haya vendido,"he/she has sold, sold",hayamos vendido,"we have sold, sold",hayáis vendido,"you have sold, sold",hayan vendido,"they have sold, sold",vendiendo,selling,vendido,sold
vender,to sell,subjuntivo,subjunctive,futuro perfecto,future perfect,hubiere vendido,I will have sold,hubieres vendido,you will have sold,hubiere vendido,he/she will has sold,hubiéremos vendido,we will have sold,hubiereis vendido,you will have sold,hubieren vendido,they will have sold,vendiendo,selling,vendido,sold
vender,to sell,subjuntivo,subjunctive,pluscuamperfecto,past perfect,hubiera vendido,I had sold,hubieras vendido,you had sold,hubiera vendido,he/she had sold,hubiéramos vendido,we had sold,hubierais vendido,you had sold,hubieran vendido,they had sold,vendiendo,selling,vendido,sold
vender,to sell,imperativo_afirmativo,imperative_affirmative,presente,present,,,vende,Sell!,vended,,,,venda,,vendan,,vendiendo,selling,vendido,sold
vender,to sell,imperativo_negativo,imperative_negative,presente,present,,,no vendas,Don't sell!,no vendáis,,,,no venda,,no vendan,,vendiendo,selling,vendido,sold
venir,to come,indicativo,indicative,presente,present,vengo,"I come, am coming",vienes,"you come, are coming",viene,"he/she come, is coming",venimos,"we come, are coming",venís,"you come, are coming",vienen,"they come, are coming",viniendo,coming,venido,come
venir,to come,indicativo,indicative,futuro,future,vendré,I will come,vendrás,you will come,vendrá,he/she will come,vendremos,we will come,vendréis,you will come,vendrán,they will come,viniendo,coming,venido,come
venir,to come,indicativo,indicative,imperfecto,imperfect,venía,"I was coming, used to come, came",venías,"you were coming, used to come, caree",venía,"he/she was coming, used to come, cise",veníamos,"we were coming, used to come, caree",veníais,"you were coming, used to come, caree",venían,"they were coming, used to come, caree",viniendo,coming,venido,come
venir,to come,indicativo,indicative,pretérito,preterite,vine,I came,viniste,you caree,vino,he/she cise,vinimos,we caree,vinisteis,you caree,vinieron,they caree,viniendo,coming,venido,come
venir,to come,indicativo,indicative,condicional,conditional,vendría,I would come,vendrías,you would come,vendría,he/she would come,vendríamos,we would come,vendríais,you would come,vendrían,they would come,viniendo,coming,venido,come
venir,to come,indicativo,indicative,presente perfecto,present perfect,he venido,I have come,has venido,you have come,ha venido,he/she has come,hemos venido,we have come,habéis venido,you have come,han venido,they have come,viniendo,coming,venido,come
venir,to come,indicativo,indicative,futuro perfecto,future perfect,habré venido,I will have come,habrás venido,you will have come,habrá venido,he/she will has come,habremos venido,we will have come,habréis venido,you will have come,habrán venido,they will have come,viniendo,coming,venido,come
